customerid,churn,customer_tenure,account_contract,account_charges_monthly,account_charges_total,internet_internetservice,internet_onlinesecurity,internet_techsupport,internet_deviceprotection,cuentas_diarias
1928-BXYIV,0,1,Month-to-month,61.15,61.15,DSL,1,0,0,2.04
1929-ZCBHE,0,47,One year,40.3,1794.8,DSL,1,1,1,1.34
1930-BZLHI,0,21,One year,20.35,422.7,No,0,0,0,0.68
1930-QPBVZ,0,68,Two year,95.1,6683.4,Fiber optic,1,1,0,3.17
1930-WNXSB,0,58,Month-to-month,92.85,5305.05,Fiber optic,0,0,0,3.1
1932-UEDCX,0,33,Month-to-month,100.6,3270.25,Fiber optic,0,0,0,3.35
1934-MKPXS,0,33,One year,20.1,620.55,No,0,0,0,0.67
1934-SJVJK,1,1,Month-to-month,20.15,20.15,No,0,0,0,0.67
1935-IMVBB,0,56,Month-to-month,89.7,4952.95,Fiber optic,0,0,0,2.99
1936-CZAKF,0,49,Two year,49.65,2409.9,DSL,0,0,0,1.66
1936-UAFEH,0,68,Two year,110.25,7279.35,Fiber optic,1,1,0,3.68
1937-OTUKY,0,72,Two year,98.2,7015.9,Fiber optic,1,1,1,3.27
1941-HOSAM,0,1,Month-to-month,90.1,90.1,Fiber optic,0,0,0,3.0
1942-OQFRW,0,1,Month-to-month,44.0,44.0,DSL,0,0,0,1.47
1945-XISKS,0,67,Two year,19.65,1335.2,No,0,0,0,0.65
1950-KSVVJ,0,45,One year,113.3,5032.25,Fiber optic,1,1,1,3.78
1951-IEYXM,0,72,Two year,90.6,6441.85,DSL,1,1,1,3.02
1952-DVVSW,0,10,One year,20.1,184.4,No,0,0,0,0.67
1955-IBMMB,0,59,Two year,20.2,1192.3,No,0,0,0,0.67
1956-YIFGE,0,22,One year,100.05,2090.25,Fiber optic,0,0,1,3.34
1958-RNRKS,0,30,Month-to-month,49.9,1441.95,DSL,0,0,0,1.66
1960-UOTYM,0,52,Two year,79.2,4016.3,DSL,1,0,1,2.64
1960-UYCNN,0,10,Month-to-month,95.25,1021.55,Fiber optic,0,0,1,3.18
1963-SVUCV,1,1,Month-to-month,45.3,45.3,DSL,0,0,0,1.51
1963-VAUKV,1,1,Month-to-month,20.4,20.4,No,0,0,0,0.68
1964-SVLEA,0,20,One year,19.7,415.9,No,0,0,0,0.66
1965-AKTSX,1,14,Month-to-month,78.95,1101.85,Fiber optic,0,0,0,2.63
1965-DDBWU,1,16,Month-to-month,89.05,1448.6,Fiber optic,0,1,0,2.97
1970-KKFWL,0,35,Two year,23.3,797.1,No,0,0,0,0.78
1971-DTCZB,0,72,Two year,90.95,6468.6,DSL,1,1,1,3.03
1972-XMUWV,0,65,Two year,59.8,3808.2,DSL,0,1,0,1.99
1976-AZZPJ,0,7,Month-to-month,34.2,256.6,DSL,1,0,0,1.14
1976-CFOCS,1,1,Month-to-month,46.0,46.0,DSL,0,0,0,1.53
1977-STDKI,1,1,Month-to-month,73.0,73.0,Fiber optic,0,0,0,2.43
1980-KXVPM,1,3,Month-to-month,75.05,256.25,Fiber optic,0,0,0,2.5
1981-INRFU,1,2,Month-to-month,79.75,164.5,Fiber optic,0,0,0,2.66
1982-FEBTD,0,23,Two year,25.6,514.75,No,0,0,0,0.85
1984-FCOWB,1,70,One year,109.5,7674.55,Fiber optic,0,1,1,3.65
1984-GPTEH,0,29,Month-to-month,25.15,702.0,No,0,0,0,0.84
1985-MBRYP,0,43,Two year,19.65,779.25,No,0,0,0,0.65
1986-PHGZF,0,18,Month-to-month,58.4,964.9,DSL,1,0,0,1.95
1987-AUELQ,0,71,Two year,25.05,1873.7,No,0,0,0,0.84
1989-PRJHP,1,27,Month-to-month,75.5,1893.95,Fiber optic,0,0,0,2.52
1991-VOPLL,0,9,Month-to-month,19.05,157.65,No,0,0,0,0.64
1996-DBMUS,0,48,Month-to-month,70.65,3545.05,Fiber optic,0,0,0,2.36
1998-VHJHK,0,27,One year,19.15,501.35,No,0,0,0,0.64
2000-DHJUY,0,70,Two year,92.2,6474.45,DSL,1,1,1,3.07
2000-MPKCA,0,58,One year,107.75,6332.75,Fiber optic,1,0,1,3.59
2001-EWBQU,0,60,Two year,104.7,6333.8,Fiber optic,0,0,1,3.49
2001-MCUUW,0,46,Two year,108.65,4903.2,Fiber optic,0,1,1,3.62
2002-MZHWP,1,1,Month-to-month,20.5,20.5,No,0,0,0,0.68
2003-CKLOR,1,66,Month-to-month,99.5,6710.5,Fiber optic,0,0,1,3.32
2004-OCQXK,1,1,Month-to-month,81.95,81.95,Fiber optic,0,0,0,2.73
2005-DWQZJ,0,8,Two year,19.05,201.7,No,0,0,0,0.64
2007-QVGAW,0,68,Two year,19.35,1292.65,No,0,0,0,0.64
2011-TRQYE,1,18,Month-to-month,33.5,600.0,DSL,0,0,1,1.12
2012-NWRPA,1,11,Month-to-month,99.55,1131.2,Fiber optic,0,0,1,3.32
2013-SGDXK,1,1,Month-to-month,84.3,84.3,Fiber optic,0,0,0,2.81
2014-MKGMH,0,46,One year,101.1,4674.4,Fiber optic,0,0,1,3.37
2017-CCBLH,0,8,Two year,20.0,141.6,No,0,0,0,0.67
2018-PZKMU,0,9,Month-to-month,103.1,970.45,Fiber optic,0,1,1,3.44
2018-QKYGT,0,1,Month-to-month,81.05,81.05,Fiber optic,0,0,0,2.7
2019-HDCZY,0,63,Two year,102.6,6296.75,Fiber optic,0,0,1,3.42
2023-VQFDL,0,18,Month-to-month,19.0,348.8,No,0,0,0,0.63
2024-BASKD,1,1,Month-to-month,74.6,74.6,Fiber optic,0,0,1,2.49
2025-JKFWI,1,13,Month-to-month,99.0,1301.7,Fiber optic,0,1,0,3.3
2026-TGDHM,1,7,Month-to-month,79.3,523.15,Fiber optic,0,0,0,2.64
2027-CWDNU,0,18,Month-to-month,85.6,1601.5,Fiber optic,0,1,0,2.85
2027-DNKIV,0,37,One year,58.75,2203.1,DSL,1,1,1,1.96
2027-FECZV,1,12,Month-to-month,106.7,1253.9,Fiber optic,0,0,1,3.56
2027-OAQQC,1,43,Month-to-month,49.05,2076.2,DSL,0,0,1,1.64
2027-WKXMW,0,63,Month-to-month,108.75,6871.7,Fiber optic,0,1,1,3.62
2030-BTZRO,0,6,Two year,20.4,107.6,No,0,0,0,0.68
2034-CGRHZ,1,24,Month-to-month,102.95,2496.7,Fiber optic,0,0,1,3.43
2034-GDRCN,1,2,Month-to-month,90.4,168.2,Fiber optic,0,0,0,3.01
2037-SGXHH,1,38,Month-to-month,94.65,3624.3,Fiber optic,0,0,1,3.16
2037-XJFUP,1,33,One year,95.8,3036.75,Fiber optic,0,0,1,3.19
2038-LLMLM,0,48,Month-to-month,103.85,4946.05,Fiber optic,0,1,1,3.46
2038-OEQZH,0,4,Month-to-month,86.05,308.1,Fiber optic,0,0,1,2.87
2038-YSEZE,0,29,Month-to-month,67.45,1801.1,DSL,1,1,0,2.25
2039-JONDJ,0,27,One year,55.45,1477.65,DSL,1,0,0,1.85
2040-LDIWQ,0,65,Two year,84.2,5324.5,DSL,0,1,1,2.81
2040-OBMLJ,0,31,One year,81.7,2548.65,Fiber optic,0,1,0,2.72
2040-VZIKE,0,49,Month-to-month,100.85,4847.35,Fiber optic,1,0,0,3.36
2040-XBAVJ,0,72,Two year,114.45,8100.55,Fiber optic,1,1,1,3.82
2041-JIJCI,0,5,Month-to-month,64.0,370.25,DSL,0,0,0,2.13
2043-WVTQJ,0,1,Month-to-month,55.7,55.7,DSL,1,0,1,1.86
2045-BMBTJ,0,33,Month-to-month,59.45,1884.65,DSL,1,0,1,1.98
2049-BAFNW,0,1,Month-to-month,35.9,35.9,DSL,0,1,1,1.2
2050-ONYDQ,0,65,Two year,26.0,1654.85,No,0,0,0,0.87
2054-PJOCK,0,60,One year,80.55,4847.05,DSL,0,1,1,2.68
2055-BFOCC,0,63,One year,84.0,5329.55,DSL,1,1,1,2.8
2055-PDADH,1,3,Month-to-month,70.4,204.7,Fiber optic,0,0,0,2.35
2055-SIFSS,0,55,Month-to-month,51.65,2838.55,DSL,0,0,0,1.72
2056-EVGZL,0,68,One year,105.75,7322.5,Fiber optic,0,1,1,3.52
2057-BOYKM,0,72,Two year,96.6,6827.5,Fiber optic,1,1,1,3.22
2057-ZBLPD,1,21,Month-to-month,86.5,1808.7,Fiber optic,0,0,0,2.88
2058-DCJBE,1,5,Month-to-month,69.75,324.6,Fiber optic,0,0,0,2.33
2061-VVFST,0,37,Month-to-month,19.5,805.2,No,0,0,0,0.65
2065-MMKGR,0,29,One year,71.0,2080.1,DSL,0,0,0,2.37
2067-QYTCF,0,64,Month-to-month,111.15,6953.4,Fiber optic,0,1,1,3.7
2068-WWXQZ,0,46,Two year,20.05,902.0,No,0,0,0,0.67
2070-FNEXE,1,7,Month-to-month,76.45,503.6,Fiber optic,1,0,0,2.55
2070-XYMFH,0,23,Month-to-month,79.35,1835.3,Fiber optic,0,0,1,2.64
2072-ZVJJX,0,68,Two year,25.25,1728.2,No,0,0,0,0.84
2073-QBVBI,0,41,One year,35.45,1391.65,DSL,0,1,0,1.18
2074-GKOWZ,1,2,Month-to-month,89.55,185.55,Fiber optic,0,0,0,2.98
2074-GUHPQ,0,17,Month-to-month,92.7,1556.85,Fiber optic,0,1,1,3.09
2075-PUEPR,0,55,Two year,19.35,1153.25,No,0,0,0,0.64
2075-RMJIK,0,5,Month-to-month,49.4,232.55,DSL,1,0,0,1.65
2077-DDHJK,0,68,Two year,70.9,4911.35,DSL,1,1,1,2.36
2077-MPJQO,0,7,Month-to-month,75.4,533.05,Fiber optic,0,0,0,2.51
2079-FBMZK,1,6,Month-to-month,69.25,418.4,Fiber optic,0,0,0,2.31
2080-CAZNM,0,41,Month-to-month,104.4,4133.95,Fiber optic,0,0,1,3.48
2080-GKCWQ,0,2,Month-to-month,74.95,151.75,Fiber optic,0,0,0,2.5
2080-SRCDE,0,1,Month-to-month,25.4,25.4,No,0,0,0,0.85
2081-KJSQF,0,1,Month-to-month,20.25,20.25,No,0,0,0,0.68
2081-VEYEH,0,3,Month-to-month,107.95,318.6,Fiber optic,0,1,1,3.6
2082-CEFLT,1,1,Month-to-month,45.6,45.6,DSL,0,0,0,1.52
2082-OJVTK,1,29,Month-to-month,89.2,2698.35,Fiber optic,0,0,1,2.97
2085-BOJKI,0,17,One year,96.65,1588.25,Fiber optic,0,0,1,3.22
2085-JVGAD,0,37,Month-to-month,20.35,697.65,No,0,0,0,0.68
2087-QAREY,0,22,Month-to-month,54.7,1178.75,DSL,0,0,1,1.82
2088-IEBAU,0,68,Two year,88.15,6148.45,DSL,1,1,1,2.94
2091-GPPIQ,0,72,Two year,78.95,5730.15,DSL,0,1,0,2.63
2091-MJTFX,1,30,Month-to-month,51.2,1561.5,DSL,0,1,0,1.71
2091-RFFBA,1,31,Month-to-month,73.9,2217.15,Fiber optic,0,0,0,2.46
2096-XOTMO,0,16,Month-to-month,19.35,275.9,No,0,0,0,0.64
2097-YVPKN,0,65,Two year,25.75,1654.75,No,0,0,0,0.86
2100-BDNSN,1,5,Month-to-month,67.95,350.3,DSL,0,1,1,2.26
2101-RANCD,0,55,Month-to-month,73.1,4144.9,Fiber optic,0,0,0,2.44
2103-ZRXFN,0,1,Month-to-month,50.75,50.75,DSL,0,0,0,1.69
2105-PHWON,0,33,Month-to-month,95.0,3008.15,Fiber optic,0,1,1,3.17
2107-FBPTK,0,30,Month-to-month,104.1,3121.1,Fiber optic,0,0,1,3.47
2108-GLPQB,0,25,Month-to-month,55.55,1405.3,DSL,0,0,1,1.85
2108-XWMPY,1,3,Month-to-month,35.45,106.85,DSL,1,0,0,1.18
2108-YKQTY,1,4,Month-to-month,50.7,151.3,DSL,0,0,0,1.69
2111-DWYHN,0,1,Month-to-month,21.1,21.1,No,0,0,0,0.7
2114-MGINA,1,14,Month-to-month,89.8,1129.1,Fiber optic,0,0,0,2.99
2115-BFTIW,1,25,Month-to-month,70.95,1767.35,Fiber optic,0,0,0,2.37
2120-SMPEX,0,25,Month-to-month,20.15,536.35,No,0,0,0,0.67
2121-JAFOM,0,72,Two year,115.55,8312.4,Fiber optic,1,1,1,3.85
2122-SZZZD,0,44,One year,19.5,835.5,No,0,0,0,0.65
2122-YWVYA,0,18,Month-to-month,75.4,1380.4,Fiber optic,1,0,0,2.51
2123-AGEEN,0,7,Month-to-month,84.35,609.65,Fiber optic,0,0,1,2.81
2123-VSCOT,0,59,Two year,72.1,4194.85,DSL,0,1,1,2.4
2126-GSEGL,0,70,Two year,84.8,5917.55,DSL,0,1,1,2.83
2129-ALKBS,0,40,Month-to-month,26.2,1077.5,No,0,0,0,0.87
2133-TSRRM,0,34,Month-to-month,105.35,3688.6,Fiber optic,1,0,1,3.51
2135-DQWAQ,0,5,Month-to-month,85.3,420.45,Fiber optic,0,0,0,2.84
2135-RXIHG,1,1,Month-to-month,45.65,45.65,DSL,0,0,0,1.52
2137-DQMEV,0,68,One year,44.8,2983.65,DSL,1,0,0,1.49
2138-VFAPZ,0,14,Two year,19.7,263.65,No,0,0,0,0.66
2139-FQHLM,0,19,Month-to-month,89.95,1682.4,Fiber optic,0,1,1,3.0
2141-RRYGO,1,4,Month-to-month,68.65,261.25,DSL,0,0,0,2.29
2143-LJULT,0,67,Two year,25.25,1733.15,No,0,0,0,0.84
2144-BFDSO,0,50,Month-to-month,108.75,5431.9,Fiber optic,1,0,1,3.62
2144-ESWKO,0,43,One year,35.2,1463.7,DSL,1,0,1,1.17
2146-EGVDT,0,59,Two year,19.3,1192.7,No,0,0,0,0.64
2150-OEGBV,0,27,One year,20.1,562.6,No,0,0,0,0.67
2150-UWTFY,1,22,Month-to-month,61.15,1422.05,DSL,1,0,1,2.04
2150-WLKUW,0,40,One year,63.9,2635.0,DSL,0,0,0,2.13
2153-MREFK,1,37,One year,99.2,3754.6,Fiber optic,1,1,1,3.31
2154-KVJFF,1,15,Month-to-month,79.75,1111.85,Fiber optic,0,0,0,2.66
2155-AMQRX,0,28,Month-to-month,54.9,1505.15,DSL,0,1,0,1.83
2157-MXBJS,1,13,One year,75.3,989.45,DSL,0,0,1,2.51
2159-TURXX,0,5,Month-to-month,20.05,95.55,No,0,0,0,0.67
2160-GPFXD,0,54,Two year,65.65,3566.7,DSL,1,1,0,2.19
2162-FRZAA,0,63,Two year,39.35,2395.05,DSL,0,1,1,1.31
2164-SOQXL,0,20,Month-to-month,20.05,406.05,No,0,0,0,0.67
2165-VOEGB,1,46,One year,105.2,4822.85,Fiber optic,1,1,0,3.51
2167-FQSTQ,0,72,Two year,92.4,6786.1,DSL,1,1,1,3.08
2169-RRLFW,0,71,Two year,25.6,1888.25,No,0,0,0,0.85
2171-UDMFD,0,32,Month-to-month,19.45,674.55,No,0,0,0,0.65
2172-EJXVF,0,71,One year,105.9,7521.95,Fiber optic,0,0,1,3.53
2176-LVPNX,0,71,Two year,89.85,6293.45,DSL,1,1,1,2.99
2176-OSJUV,0,71,Two year,65.15,4681.75,DSL,1,1,0,2.17
2178-PMGCJ,0,22,Month-to-month,69.7,1490.4,Fiber optic,0,0,0,2.32
2180-DXNEG,1,12,Month-to-month,96.0,1062.1,Fiber optic,0,0,1,3.2
2181-TIDSV,0,68,Two year,19.95,1303.25,No,0,0,0,0.66
2181-UAESM,0,2,Month-to-month,53.45,119.5,DSL,1,0,1,1.78
2186-QZEYA,0,29,Month-to-month,58.55,1718.95,DSL,1,0,0,1.95
2187-LZGPL,1,7,Month-to-month,40.1,293.3,DSL,0,0,0,1.34
2187-PKZAY,0,12,Month-to-month,79.95,1043.4,Fiber optic,0,0,0,2.66
2188-SXWVT,0,34,One year,55.0,1885.15,DSL,1,0,0,1.83
2189-UXTKY,1,22,Month-to-month,79.2,1742.75,DSL,1,1,0,2.64
2189-WWOEW,1,15,Month-to-month,85.9,1269.55,Fiber optic,0,0,0,2.86
2190-BCXEC,0,40,Month-to-month,78.85,3126.85,Fiber optic,0,1,0,2.63
2190-PHBHR,0,72,Two year,94.45,6921.7,Fiber optic,1,0,0,3.15
2192-CKRLV,0,72,Two year,49.2,3580.95,DSL,1,0,1,1.64
2192-OZITF,0,45,Two year,73.55,3349.1,DSL,1,1,0,2.45
2193-SFWQW,0,72,Two year,111.95,8033.1,Fiber optic,1,1,1,3.73
2194-IIQOF,0,71,Two year,89.3,6388.65,DSL,1,1,1,2.98
2195-VVRJF,0,18,Month-to-month,59.1,1011.05,DSL,1,0,0,1.97
2195-ZRVAX,1,47,Month-to-month,85.3,4045.65,Fiber optic,0,0,1,2.84
2197-OMWGI,0,68,Two year,53.0,3656.25,DSL,0,0,1,1.77
2200-DSAAL,0,68,Two year,80.65,5330.2,DSL,0,0,1,2.69
2202-CUYXZ,1,1,Month-to-month,84.85,84.85,Fiber optic,0,0,1,2.83
2202-OUTMO,0,34,Month-to-month,60.85,2003.6,DSL,1,1,0,2.03
2203-GHNWN,0,24,Month-to-month,79.65,1928.7,Fiber optic,0,0,1,2.66
2205-LPVGL,0,58,One year,89.85,5125.75,Fiber optic,1,1,0,2.99
2205-YMZZJ,1,7,Month-to-month,84.8,546.95,Fiber optic,0,0,0,2.83
2207-NHRJK,1,1,Month-to-month,50.8,50.8,DSL,0,0,0,1.69
2207-OBZNX,1,7,Month-to-month,51.0,354.05,DSL,1,0,0,1.7
2207-QPJED,0,37,Month-to-month,90.0,3371.75,Fiber optic,0,1,1,3.0
2207-RYYRL,0,52,Two year,24.55,1331.05,No,0,0,0,0.82
2208-MPXIO,0,45,Two year,20.0,886.4,No,0,0,0,0.67
2208-NKVVH,0,43,Two year,24.25,1077.95,No,0,0,0,0.81
2208-NQBCT,0,26,Month-to-month,81.95,2070.05,Fiber optic,1,0,0,2.73
2208-UGTGR,0,56,Month-to-month,98.6,5581.05,Fiber optic,0,0,0,3.29
2209-XADXF,0,1,Month-to-month,25.25,25.25,DSL,0,0,0,0.84
2211-RMNHO,0,68,Two year,85.3,5560.0,DSL,0,1,1,2.84
2212-LYASK,0,27,One year,45.85,1246.4,DSL,0,0,1,1.53
2215-ZAFGX,0,9,Month-to-month,85.5,791.7,Fiber optic,0,0,0,2.85
2219-MVUSO,1,8,Month-to-month,45.15,438.4,DSL,0,0,0,1.5
2220-IAHLS,0,1,Month-to-month,19.4,19.4,No,0,0,0,0.65
2223-GDSHL,0,71,Two year,116.05,8297.5,Fiber optic,1,1,1,3.87
2223-KAGMX,1,15,Month-to-month,19.4,289.3,No,0,0,0,0.65
2225-ZRGSG,1,70,Two year,93.9,6579.05,Fiber optic,1,1,1,3.13
2226-ICFDO,0,72,Two year,85.9,6110.75,DSL,1,1,1,2.86
2227-JRSJX,0,21,Month-to-month,99.15,1956.4,Fiber optic,0,1,0,3.3
2228-BZDEE,0,54,Two year,20.1,1079.45,No,0,0,0,0.67
2229-DPMBI,0,8,Two year,19.5,162.15,No,0,0,0,0.65
2229-VWQJH,0,24,Month-to-month,49.3,1233.25,DSL,0,0,1,1.64
2230-XTUWL,0,48,Two year,19.55,883.35,No,0,0,0,0.65
2232-DMLXU,1,1,Month-to-month,55.2,55.2,DSL,0,0,0,1.84
2233-FAGXV,0,5,Month-to-month,24.3,132.25,No,0,0,0,0.81
2233-TXSIU,0,17,One year,44.45,792.15,DSL,1,0,1,1.48
2234-EOFPT,0,72,Two year,79.35,5753.25,DSL,1,1,0,2.64
2234-XADUH,0,72,One year,103.2,7362.9,Fiber optic,0,0,1,3.44
2235-DWLJU,0,6,Month-to-month,44.4,263.05,DSL,0,0,0,1.48
2235-EZAIK,0,72,Two year,79.2,5401.9,DSL,1,1,1,2.64
2235-ZGKPT,1,4,Month-to-month,50.85,239.55,DSL,0,0,0,1.7
2236-HILPA,0,62,Two year,20.65,1218.45,No,0,0,0,0.69
2237-ZFSMY,1,39,One year,95.55,3692.85,Fiber optic,1,1,1,3.18
2239-CFOUJ,0,1,One year,20.4,20.4,No,0,0,0,0.68
2239-CGBUZ,0,51,One year,60.5,3145.15,DSL,1,1,0,2.02
2239-JALAW,1,58,One year,103.25,6017.65,Fiber optic,0,0,1,3.44
2240-HSJQD,0,38,Month-to-month,81.85,3141.7,Fiber optic,0,0,0,2.73
2242-MFOTG,0,33,One year,80.1,2603.3,Fiber optic,1,0,0,2.67
2243-FNMMI,0,20,Month-to-month,19.4,415.4,No,0,0,0,0.65
2245-ADZFJ,0,31,Two year,80.55,2471.6,DSL,0,1,0,2.68
2249-YPRNG,1,20,Month-to-month,105.85,2239.65,Fiber optic,0,0,1,3.53
2250-IVBWA,0,64,Month-to-month,81.05,5135.35,Fiber optic,1,0,0,2.7
2251-PYLPB,0,72,Two year,79.55,5810.9,DSL,1,1,1,2.65
2252-ISRNH,0,9,One year,90.35,767.9,Fiber optic,0,0,1,3.01
2252-JHJGE,0,61,One year,104.0,6363.45,Fiber optic,1,0,1,3.47
2252-NKNSI,0,52,Two year,85.15,4461.85,DSL,1,1,0,2.84
2253-KPMNB,0,69,Two year,46.25,3121.4,DSL,1,1,1,1.54
2254-DLXRI,0,1,Month-to-month,79.15,79.15,Fiber optic,0,0,0,2.64
2256-YLYLP,0,68,Two year,72.95,4953.25,DSL,0,1,1,2.43
2257-BOVXD,0,14,Month-to-month,66.6,979.5,DSL,0,1,0,2.22
2259-OUUSZ,0,7,One year,35.5,249.55,DSL,0,1,1,1.18
2260-USTRB,1,2,Month-to-month,70.2,115.95,Fiber optic,0,0,0,2.34
2262-SLNVK,0,1,Month-to-month,70.1,70.1,Fiber optic,0,0,0,2.34
2263-SFSQZ,0,51,Two year,24.95,1222.25,No,0,0,0,0.83
2265-CYWIV,1,4,Month-to-month,99.6,347.65,Fiber optic,1,0,0,3.32
2266-FUBDZ,0,15,Two year,19.35,278.85,No,0,0,0,0.64
2266-SJNAT,0,72,One year,109.15,7789.6,Fiber optic,0,1,1,3.64
2267-FPIMA,0,50,Month-to-month,94.4,4914.9,Fiber optic,1,0,0,3.15
2267-WTPYD,0,57,Month-to-month,94.0,5438.95,Fiber optic,0,0,1,3.13
2270-CHBFN,0,44,Month-to-month,95.1,4060.55,Fiber optic,1,1,1,3.17
2272-JKMSI,0,62,One year,110.8,6840.95,Fiber optic,0,1,1,3.69
2272-QAGFO,1,14,Month-to-month,74.3,1096.25,Fiber optic,0,0,0,2.48
2272-UOINI,0,7,Month-to-month,78.5,571.05,DSL,1,1,0,2.62
2272-WUSPA,0,72,Two year,110.75,7751.7,Fiber optic,1,0,1,3.69
2273-QCKXA,0,1,Month-to-month,49.05,49.05,DSL,0,1,0,1.64
2274-XUATA,0,72,Two year,63.1,4685.55,DSL,1,1,1,2.1
2275-RBYQS,0,1,Month-to-month,45.4,45.4,DSL,0,0,0,1.51
2276-YDAVZ,1,3,Month-to-month,75.1,270.7,Fiber optic,0,0,0,2.5
2277-AXSDC,0,32,One year,19.75,624.15,No,0,0,0,0.66
2277-BKJKN,0,71,Two year,99.2,7213.75,Fiber optic,0,0,1,3.31
2277-DJJDL,0,60,Month-to-month,99.0,6017.9,Fiber optic,0,1,0,3.3
2277-VWCNI,0,4,Month-to-month,48.75,179.85,DSL,0,0,0,1.62
2279-AXJJK,0,52,Month-to-month,95.65,5088.4,Fiber optic,0,1,0,3.19
2282-YGNOR,0,29,One year,58.0,1734.5,DSL,1,1,1,1.93
2284-VFLKH,0,49,One year,99.25,4920.8,Fiber optic,0,1,1,3.31
2292-XQWSV,0,40,One year,60.3,2448.5,DSL,0,1,1,2.01
2293-IJWPS,0,57,One year,100.75,5985.0,Fiber optic,0,0,1,3.36
2294-DMMUS,0,62,Month-to-month,70.45,4300.45,DSL,0,0,0,2.35
2294-SALNE,0,23,One year,86.8,1940.8,Fiber optic,0,1,1,2.89
2296-DKZFP,0,65,Two year,71.0,4386.2,DSL,1,0,1,2.37
2300-RQGOI,0,38,Two year,20.05,741.5,No,0,0,0,0.67
2302-ANTDP,1,48,Month-to-month,117.45,5438.9,Fiber optic,1,1,1,3.92
2302-OUZXB,0,72,Two year,82.15,5784.3,DSL,0,0,1,2.74
2303-PJYHN,0,2,Month-to-month,19.85,52.0,No,0,0,0,0.66
2305-MRGLV,0,28,Month-to-month,76.55,2065.4,Fiber optic,0,1,0,2.55
2307-FYNNL,0,65,Two year,109.05,7108.2,Fiber optic,1,1,1,3.64
2308-STERM,0,2,Month-to-month,19.4,61.05,No,0,0,0,0.65
2309-OSFEU,1,10,Month-to-month,33.9,298.45,DSL,0,0,0,1.13
2311-QYMUQ,1,16,Month-to-month,89.45,1430.25,Fiber optic,0,0,1,2.98
2314-TNDJQ,0,72,Two year,55.65,3880.05,DSL,1,1,1,1.86
2316-ESMLS,0,12,One year,33.15,444.75,DSL,1,1,0,1.1
2320-JRSDE,1,1,Month-to-month,19.9,19.9,No,0,0,0,0.66
2320-SLKMB,0,26,Month-to-month,44.45,1183.8,DSL,0,1,1,1.48
2320-TZRRH,0,20,One year,19.5,403.15,No,0,0,0,0.65
2320-YKQBO,0,7,Month-to-month,19.3,144.95,No,0,0,0,0.64
2321-OMBXY,1,38,One year,80.3,3058.65,DSL,1,1,0,2.68
2322-VCZHZ,0,23,Month-to-month,90.0,2024.1,Fiber optic,1,0,0,3.0
2323-ARSVR,0,67,Two year,111.05,7321.05,Fiber optic,1,1,1,3.7
2324-AALNO,0,48,One year,24.55,1203.95,No,0,0,0,0.82
2324-EFHVG,0,64,Two year,104.4,6692.65,Fiber optic,0,0,1,3.48
2325-NBPZG,0,3,Month-to-month,74.55,233.65,Fiber optic,1,0,0,2.48
2325-WINES,0,32,One year,104.05,3416.85,Fiber optic,0,0,1,3.47
2325-ZUSFD,1,57,One year,70.1,3913.3,DSL,1,0,0,2.34
2330-PQGDQ,0,51,One year,84.2,4299.75,Fiber optic,0,1,0,2.81
2332-EFBJY,1,16,Month-to-month,19.7,342.4,No,0,0,0,0.66
2332-TODQS,0,48,One year,25.05,1171.5,No,0,0,0,0.84
2333-KWEWW,0,18,Two year,20.05,388.6,No,0,0,0,0.67
2335-GSODA,0,23,Two year,40.1,857.75,DSL,1,1,1,1.34
2338-BQEZT,0,55,Month-to-month,50.55,2832.75,DSL,1,0,0,1.68
2342-CKIAO,0,2,Month-to-month,20.3,41.2,No,0,0,0,0.68
2344-JMOGN,1,9,Month-to-month,94.85,890.6,Fiber optic,0,1,1,3.16
2346-CZYIL,0,27,Two year,20.35,531.6,No,0,0,0,0.68
2346-DJQTB,0,35,Month-to-month,24.15,812.5,DSL,0,0,0,0.8
2346-LOCWC,0,58,Two year,20.5,1191.4,No,0,0,0,0.68
2347-WKKAE,0,42,Month-to-month,94.4,4014.6,Fiber optic,1,0,1,3.15
2348-KCJLT,0,44,One year,61.5,2722.2,DSL,1,0,1,2.05
2351-BKRZW,0,43,Two year,75.2,3254.35,DSL,1,0,1,2.51
2351-RRBUE,0,7,One year,20.65,134.05,No,0,0,0,0.69
2357-COQEK,1,28,Month-to-month,103.3,2890.65,Fiber optic,0,1,1,3.44
2359-KLTEK,0,41,Month-to-month,94.9,3848.0,Fiber optic,0,0,1,3.16
2359-KMGLI,1,24,Month-to-month,80.25,1861.5,Fiber optic,0,0,0,2.68
2359-QWQUL,1,39,One year,104.7,4134.85,Fiber optic,1,1,1,3.49
2360-RDGRO,0,65,Month-to-month,104.25,6812.95,Fiber optic,1,0,1,3.48
2361-FJWNO,0,40,One year,36.0,1382.9,DSL,0,1,0,1.2
2361-UPSND,0,46,One year,70.6,3231.05,DSL,1,1,0,2.35
2362-IBOOY,1,36,Month-to-month,84.75,3050.15,Fiber optic,0,0,0,2.82
2363-BJLSL,0,62,Month-to-month,80.4,4981.15,DSL,0,1,1,2.68
2364-UFROM,0,30,One year,70.4,2044.75,DSL,1,1,0,2.35
2368-GAKKQ,0,70,Two year,113.65,7939.25,Fiber optic,1,1,1,3.79
2369-FEVNO,0,1,Month-to-month,19.9,19.9,No,0,0,0,0.66
